ad_id,date,spend,impressions,clicks,installs,CTR,CPI,CPM,CPC,CVR,thumbstop_rate,hold_rate,completion_rate,card_swipe_rate,last_card_reach_rate,video_plays_25pct,video_plays_75pct,avg_play_time_sec,likes,comments,shares,saves
ad_006,2026-04-30,405.79,62484,1391,261,0.02226,1.5547,6.4943,0.2917,0.18763,,,,0.4546,0.2357,,,,,,,
ad_006,2026-05-01,351.33,59472,1050,192,0.01766,1.8298,5.9074,0.3346,0.18286,,,,0.4444,0.2374,,,,,,,
ad_006,2026-05-02,357.96,59127,1201,209,0.02031,1.7127,6.0542,0.2981,0.17402,,,,0.4277,0.2390,,,,,,,
ad_006,2026-05-03,308.82,50611,1099,189,0.02171,1.6340,6.1019,0.2810,0.17197,,,,0.4679,0.2262,,,,,,,
ad_006,2026-05-04,378.67,63747,1294,243,0.02030,1.5583,5.9402,0.2926,0.18779,,,,0.4198,0.2370,,,,,,,
ad_006,2026-05-05,377.86,60829,1170,205,0.01923,1.8432,6.2118,0.3230,0.17521,,,,0.4717,0.2131,,,,,,,
ad_006,2026-05-06,362.07,56763,1142,199,0.02012,1.8194,6.3786,0.3170,0.17426,,,,0.4477,0.2308,,,,,,,
ad_006,2026-05-07,395.74,60536,1072,204,0.01771,1.9399,6.5372,0.3692,0.19030,,,,0.3683,0.2122,,,,,,,
ad_006,2026-05-08,356.13,64558,1215,233,0.01882,1.5285,5.5165,0.2931,0.19177,,,,0.4150,0.2354,,,,,,,
ad_006,2026-05-09,368.61,62350,1159,204,0.01859,1.8069,5.9119,0.3180,0.17601,,,,0.5086,0.2429,,,,,,,
ad_006,2026-05-10,336.91,58387,1060,193,0.01815,1.7456,5.7702,0.3178,0.18208,,,,0.4297,0.2020,,,,,,,
ad_006,2026-05-11,461.43,60826,1299,252,0.02136,1.8311,7.5861,0.3552,0.19400,,,,0.5052,0.2188,,,,,,,
ad_006,2026-05-12,445.71,71196,1480,282,0.02079,1.5805,6.2604,0.3012,0.19054,,,,0.4931,0.2240,,,,,,,
ad_006,2026-05-13,435.51,76321,1437,285,0.01883,1.5281,5.7063,0.3031,0.19833,,,,0.4774,0.2318,,,,,,,
ad_006,2026-05-14,393.18,57395,1176,207,0.02049,1.8994,6.8504,0.3343,0.17602,,,,0.4876,0.2019,,,,,,,
ad_006,2026-05-15,390.09,59535,1106,186,0.01858,2.0973,6.5523,0.3527,0.16817,,,,0.4739,0.2437,,,,,,,
ad_006,2026-05-16,371.19,61810,1019,179,0.01649,2.0737,6.0054,0.3643,0.17566,,,,0.4697,0.2332,,,,,,,
ad_006,2026-05-17,336.94,51338,1000,156,0.01948,2.1599,6.5631,0.3369,0.15600,,,,0.4061,0.2267,,,,,,,
ad_006,2026-05-18,473.71,69231,1386,256,0.02002,1.8504,6.8425,0.3418,0.18470,,,,0.4459,0.2197,,,,,,,
ad_006,2026-05-19,474.06,66473,1260,223,0.01896,2.1258,7.1315,0.3762,0.17698,,,,0.5079,0.2062,,,,,,,
ad_006,2026-05-20,529.36,79171,1590,274,0.02008,1.9320,6.6863,0.3329,0.17233,,,,0.4005,0.2259,,,,,,,
ad_006,2026-05-21,525.78,71837,1535,297,0.02137,1.7703,7.3191,0.3425,0.19349,,,,0.3939,0.2362,,,,,,,
ad_006,2026-05-22,449.84,74447,1577,268,0.02118,1.6785,6.0424,0.2852,0.16994,,,,0.4630,0.2570,,,,,,,
ad_006,2026-05-23,386.94,69007,1202,209,0.01742,1.8514,5.6073,0.3219,0.17388,,,,0.4306,0.2235,,,,,,,
ad_006,2026-05-24,376.57,53485,1138,197,0.02128,1.9115,7.0407,0.3309,0.17311,,,,0.4545,0.2215,,,,,,,
ad_006,2026-05-25,498.87,83510,1854,328,0.02220,1.5209,5.9738,0.2691,0.17691,,,,0.3813,0.2353,,,,,,,
ad_006,2026-05-26,461.16,79995,1495,266,0.01869,1.7337,5.7648,0.3085,0.17793,,,,0.4383,0.2175,,,,,,,
ad_006,2026-05-27,520.91,85054,1702,283,0.02001,1.8407,6.1245,0.3061,0.16627,,,,0.4777,0.2071,,,,,,,
ad_006,2026-05-28,463.05,80052,1635,302,0.02042,1.5333,5.7843,0.2832,0.18471,,,,0.4393,0.2108,,,,,,,
ad_006,2026-05-29,462.08,80672,1637,241,0.02029,1.9173,5.7278,0.2823,0.14722,,,,0.4772,0.2042,,,,,,,
ad_007,2026-03-01,13.87,1441,47,8,0.03262,1.7333,9.6226,0.2950,0.17021,0.3699,0.5138,0.7186,,,403,188,10.39,,,,
ad_007,2026-03-02,17.57,1736,56,10,0.03226,1.7575,10.1238,0.3138,0.17857,0.3643,0.5812,0.6215,,,527,218,11.03,,,,
ad_007,2026-03-03,20.32,2057,69,12,0.03354,1.6937,9.8807,0.2946,0.17391,0.3542,0.5926,0.5998,,,569,291,12.31,,,,
ad_007,2026-03-04,18.85,1836,65,11,0.03540,1.7140,10.2692,0.2901,0.16923,0.3800,0.5368,0.5943,,,534,235,11.41,,,,
ad_007,2026-03-05,16.84,1844,68,12,0.03688,1.4033,9.1322,0.2476,0.17647,0.3710,0.5791,0.6936,,,464,212,11.88,,,,
ad_007,2026-03-06,19.00,2077,74,13,0.03563,1.4619,9.1499,0.2568,0.17568,0.3204,0.5654,0.6651,,,593,287,10.88,,,,
ad_007,2026-03-07,17.06,2069,61,11,0.02948,1.5513,8.2475,0.2797,0.18033,0.3397,0.5417,0.6256,,,502,221,11.22,,,,
ad_007,2026-03-08,14.63,1541,46,6,0.02985,2.4380,9.4925,0.3180,0.13043,0.3892,0.5643,0.6531,,,436,171,11.77,,,,
ad_007,2026-03-09,19.89,1862,59,11,0.03169,1.8081,10.6817,0.3371,0.18644,0.3715,0.6131,0.6628,,,499,230,12.94,,,,
ad_007,2026-03-10,16.58,1599,54,9,0.03377,1.8417,10.3663,0.3070,0.16667,0.3325,0.5868,0.6331,,,426,202,11.15,,,,
ad_007,2026-03-11,22.43,2053,73,13,0.03556,1.7254,10.9255,0.3073,0.17808,0.3690,0.5496,0.6349,,,618,277,10.70,,,,
ad_007,2026-03-12,20.17,2120,78,15,0.03679,1.3450,9.5162,0.2586,0.19231,0.3494,0.5786,0.6192,,,650,279,11.41,,,,
ad_007,2026-03-13,22.31,2521,94,18,0.03729,1.2393,8.8486,0.2373,0.19149,0.3884,0.5375,0.6591,,,722,292,10.30,,,,
ad_007,2026-03-14,19.20,1912,72,12,0.03766,1.6002,10.0429,0.2667,0.16667,0.3532,0.5679,0.6578,,,505,261,10.94,,,,
ad_007,2026-03-15,20.51,1994,68,12,0.03410,1.7090,10.2847,0.3016,0.17647,0.3260,0.5398,0.6202,,,625,250,10.08,,,,
ad_007,2026-03-16,24.36,2878,99,16,0.03440,1.5226,8.4647,0.2461,0.16162,0.3727,0.5929,0.6886,,,849,374,12.52,,,,
ad_007,2026-03-17,26.21,2888,103,19,0.03566,1.3797,9.0772,0.2545,0.18447,0.3731,0.5317,0.6486,,,743,317,8.52,,,,
ad_007,2026-03-18,23.68,2992,99,17,0.03309,1.3928,7.9138,0.2392,0.17172,0.4042,0.5643,0.6535,,,760,319,10.66,,,,
ad_007,2026-03-19,25.96,2704,103,20,0.03809,1.2979,9.5998,0.2520,0.19417,0.3790,0.5520,0.6273,,,754,362,11.42,,,,
ad_007,2026-03-20,22.43,2408,86,17,0.03571,1.3195,9.3151,0.2608,0.19767,0.3820,0.5373,0.6763,,,632,229,10.17,,,,
ad_007,2026-03-21,24.26,2392,95,16,0.03972,1.5164,10.1428,0.2554,0.16842,0.3686,0.5256,0.6119,,,635,249,9.52,,,,
ad_007,2026-03-22,26.62,2629,101,17,0.03842,1.5658,10.1249,0.2635,0.16832,0.3610,0.6028,0.7204,,,732,346,10.48,,,,
ad_007,2026-03-23,29.43,2736,95,18,0.03472,1.6352,10.7580,0.3098,0.18947,0.3985,0.6123,0.6308,,,727,326,11.53,,,,
ad_007,2026-03-24,26.61,2406,81,16,0.03367,1.6630,11.0589,0.3285,0.19753,0.3849,0.5698,0.6875,,,689,327,11.27,,,,
ad_007,2026-03-25,36.59,4258,165,29,0.03875,1.2618,8.5940,0.2218,0.17576,0.4089,0.5778,0.6200,,,1141,517,10.29,,,,
ad_007,2026-03-26,29.81,2919,98,18,0.03357,1.6562,10.2131,0.3042,0.18367,0.4037,0.5515,0.6274,,,839,364,9.19,,,,
ad_007,2026-03-27,26.64,2520,84,15,0.03333,1.7761,10.5718,0.3172,0.17857,0.4034,0.6204,0.6882,,,661,249,11.89,,,,
ad_007,2026-03-28,27.38,2755,103,18,0.03739,1.5209,9.9372,0.2658,0.17476,0.3855,0.5796,0.6715,,,842,400,11.16,,,,
ad_007,2026-03-29,23.65,2649,96,16,0.03624,1.4783,8.9289,0.2464,0.16667,0.4024,0.5812,0.6672,,,673,341,11.76,,,,
ad_007,2026-03-30,37.06,4234,155,28,0.03661,1.3236,8.7529,0.2391,0.18065,0.3337,0.5973,0.6061,,,1051,499,11.21,,,,
ad_007,2026-03-31,31.52,3335,126,21,0.03778,1.5009,9.4509,0.2501,0.16667,0.3917,0.5870,0.6589,,,939,419,11.39,,,,
ad_007,2026-04-01,39.86,4017,145,28,0.03610,1.4236,9.9232,0.2749,0.19310,0.3864,0.5989,0.6540,,,1068,493,11.68,,,,
ad_007,2026-04-02,31.58,3432,119,22,0.03467,1.4353,9.2004,0.2653,0.18487,0.3790,0.5608,0.6760,,,831,363,11.39,,,,
ad_007,2026-04-03,27.09,3167,121,23,0.03821,1.1780,8.5549,0.2239,0.19008,0.3913,0.5823,0.6376,,,801,323,12.30,,,,
ad_007,2026-04-04,26.78,2507,89,13,0.03550,2.0598,10.6812,0.3009,0.14607,0.3766,0.6048,0.6818,,,604,270,12.23,,,,
ad_007,2026-04-05,22.34,2141,74,11,0.03456,2.0309,10.4344,0.3019,0.14865,0.4031,0.6477,0.6753,,,573,231,13.52,,,,
ad_007,2026-04-06,32.45,3676,144,24,0.03917,1.3519,8.8264,0.2253,0.16667,0.3723,0.5456,0.6208,,,880,365,11.61,,,,
ad_007,2026-04-07,32.71,3058,124,23,0.04055,1.4223,10.6978,0.2638,0.18548,0.3252,0.6098,0.6908,,,836,350,11.16,,,,
ad_007,2026-04-08,33.13,3378,128,24,0.03789,1.3803,9.8069,0.2588,0.18750,0.3615,0.5996,0.6099,,,943,431,12.20,,,,
ad_007,2026-04-09,26.01,2406,80,14,0.03325,1.8577,10.8097,0.3251,0.17500,0.3691,0.5246,0.6615,,,630,286,9.98,,,,
ad_007,2026-04-10,30.31,3294,114,20,0.03461,1.5154,9.2010,0.2659,0.17544,0.3532,0.5792,0.5796,,,831,328,11.75,,,,
ad_007,2026-04-11,29.42,2728,78,12,0.02859,2.4519,10.7856,0.3772,0.15385,0.3813,0.5670,0.6700,,,813,350,11.31,,,,
ad_007,2026-04-12,29.27,2876,90,16,0.03129,1.8292,10.1761,0.3252,0.17778,0.3723,0.6098,0.6359,,,791,350,11.90,,,,
ad_007,2026-04-13,31.41,3180,106,18,0.03333,1.7448,9.8763,0.2963,0.16981,0.3917,0.5306,0.5789,,,859,341,9.59,,,,
ad_007,2026-04-14,32.80,3139,102,19,0.03249,1.7266,10.4506,0.3216,0.18627,0.3599,0.5016,0.5729,,,841,336,9.00,,,,
ad_007,2026-04-15,32.78,3647,129,22,0.03537,1.4900,8.9884,0.2541,0.17054,0.3457,0.4947,0.6350,,,996,403,10.00,,,,
ad_007,2026-04-16,31.96,3308,124,22,0.03748,1.4525,9.6602,0.2577,0.17742,0.3771,0.5076,0.5600,,,899,362,10.28,,,,
ad_007,2026-04-17,31.84,3450,110,18,0.03188,1.7689,9.2289,0.2895,0.16364,0.3323,0.5318,0.6248,,,861,338,10.92,,,,
ad_007,2026-04-18,26.54,3256,116,19,0.03563,1.3969,8.1512,0.2288,0.16379,0.3525,0.5219,0.5847,,,939,403,10.78,,,,
ad_007,2026-04-19,25.36,2608,88,14,0.03374,1.8111,9.7221,0.2881,0.15909,0.3242,0.5122,0.6077,,,700,271,10.33,,,,
ad_007,2026-04-20,33.44,3164,120,19,0.03793,1.7600,10.5688,0.2787,0.15833,0.3628,0.4304,0.6015,,,748,273,8.68,,,,
ad_007,2026-04-21,32.72,3686,135,21,0.03663,1.5581,8.8768,0.2424,0.15556,0.3352,0.4291,0.5864,,,1064,375,8.44,,,,
ad_007,2026-04-22,32.32,3204,102,15,0.03184,2.1546,10.0869,0.3168,0.14706,0.4002,0.4813,0.5862,,,904,325,9.73,,,,
ad_007,2026-04-23,27.73,2621,71,11,0.02709,2.5213,10.5815,0.3906,0.15493,0.3762,0.4536,0.5496,,,664,224,9.56,,,,
ad_007,2026-04-24,27.56,2902,98,17,0.03377,1.6214,9.4983,0.2813,0.17347,0.3059,0.4988,0.6007,,,697,255,9.82,,,,
ad_007,2026-04-25,23.89,2161,66,11,0.03054,2.1715,11.0535,0.3619,0.16667,0.3439,0.4608,0.5763,,,618,227,8.66,,,,
ad_007,2026-04-26,24.78,2170,60,9,0.02765,2.7531,11.4186,0.4130,0.15000,0.3676,0.4044,0.5862,,,567,175,7.37,,,,
ad_007,2026-04-27,29.01,2887,92,16,0.03187,1.8134,10.0499,0.3154,0.17391,0.3634,0.3956,0.4778,,,754,249,8.06,,,,
ad_007,2026-04-28,26.18,2556,67,10,0.02621,2.6178,10.2418,0.3907,0.14925,0.3389,0.4345,0.5226,,,686,219,9.06,,,,
ad_007,2026-04-29,33.54,3680,101,15,0.02745,2.2362,9.1150,0.3321,0.14851,0.3586,0.4279,0.5181,,,1091,360,8.60,,,,
ad_007,2026-04-30,33.93,3292,89,14,0.02704,2.4238,10.3080,0.3813,0.15730,0.3587,0.4393,0.5457,,,858,274,8.57,,,,
ad_007,2026-05-01,35.59,3435,105,17,0.03057,2.0938,10.3623,0.3390,0.16190,0.3774,0.3965,0.5068,,,968,270,7.65,,,,
ad_007,2026-05-02,26.13,2602,75,11,0.02882,2.3758,10.0438,0.3485,0.14667,0.3594,0.3686,0.5512,,,694,209,7.02,,,,
ad_007,2026-05-03,22.89,2129,59,8,0.02771,2.8611,10.7511,0.3880,0.13559,0.3002,0.3829,0.5553,,,579,170,8.00,,,,
ad_007,2026-05-04,33.45,3397,95,17,0.02797,1.9678,9.8475,0.3521,0.17895,0.3240,0.4116,0.5330,,,942,266,7.59,,,,
ad_007,2026-05-05,30.92,2671,70,10,0.02621,3.0918,11.5756,0.4417,0.14286,0.3048,0.4082,0.4879,,,696,226,8.75,,,,
ad_007,2026-05-06,27.64,2711,70,10,0.02582,2.7637,10.1942,0.3948,0.14286,0.3389,0.3149,0.4999,,,724,236,6.36,,,,
ad_007,2026-05-07,32.58,2955,81,12,0.02741,2.7146,11.0237,0.4022,0.14815,0.3500,0.3486,0.5180,,,861,245,7.10,,,,
ad_007,2026-05-08,29.21,2846,78,11,0.02741,2.6552,10.2626,0.3745,0.14103,0.3124,0.3884,0.5031,,,825,277,7.82,,,,
ad_007,2026-05-09,27.37,2341,64,9,0.02734,3.0406,11.6898,0.4276,0.14062,0.3146,0.3395,0.4662,,,624,162,6.60,,,,
ad_007,2026-05-10,23.91,2409,64,9,0.02657,2.6568,9.9259,0.3736,0.14062,0.3265,0.3589,0.5120,,,752,209,7.04,,,,
ad_007,2026-05-11,32.24,2881,72,11,0.02499,2.9311,11.1913,0.4478,0.15278,0.3300,0.3437,0.5022,,,761,204,6.68,,,,
ad_007,2026-05-12,29.34,3037,84,12,0.02766,2.4454,9.6623,0.3493,0.14286,0.3568,0.3323,0.4797,,,797,220,6.58,,,,
ad_007,2026-05-13,30.68,2616,66,9,0.02523,3.4089,11.7277,0.4648,0.13636,0.3044,0.2908,0.4308,,,729,211,5.63,,,,
ad_007,2026-05-14,29.62,3043,75,12,0.02465,2.4680,9.7326,0.3949,0.16000,0.2998,0.3359,0.4567,,,848,213,6.40,,,,
ad_007,2026-05-15,37.35,3359,89,12,0.02650,3.1124,11.1190,0.4197,0.13483,0.2967,0.3524,0.4761,,,929,216,6.89,,,,
ad_007,2026-05-16,27.23,2550,70,9,0.02745,3.0253,10.6775,0.3890,0.12857,0.3371,0.3011,0.4665,,,717,190,6.09,,,,
ad_007,2026-05-17,26.16,2279,54,6,0.02369,4.3605,11.4801,0.4845,0.11111,0.2982,0.3187,0.4705,,,634,142,6.17,,,,
ad_007,2026-05-18,28.27,2925,59,8,0.02017,3.5337,9.6648,0.4791,0.13559,0.3401,0.2836,0.4629,,,817,207,5.96,,,,
ad_007,2026-05-19,33.53,2703,65,9,0.02405,3.7257,12.4051,0.5159,0.13846,0.3208,0.2668,0.4338,,,685,153,4.79,,,,
ad_007,2026-05-20,31.06,2639,68,8,0.02577,3.8826,11.7699,0.4568,0.11765,0.3050,0.2828,0.4270,,,778,185,5.14,,,,
ad_007,2026-05-21,27.36,2477,56,7,0.02261,3.9085,11.0453,0.4886,0.12500,0.2822,0.2731,0.4269,,,642,141,4.93,,,,
ad_007,2026-05-22,32.04,3108,73,10,0.02349,3.2037,10.3081,0.4389,0.13699,0.3316,0.2828,0.4104,,,868,182,5.47,,,,
ad_007,2026-05-23,27.12,2559,57,7,0.02227,3.8741,10.5973,0.4758,0.12281,0.3013,0.2404,0.4498,,,750,144,4.55,,,,
ad_007,2026-05-24,19.76,1627,36,5,0.02213,3.9520,12.1451,0.5489,0.13889,0.3294,0.2417,0.4184,,,436,92,4.77,,,,
ad_007,2026-05-25,27.78,2596,64,8,0.02465,3.4729,10.7024,0.4341,0.12500,0.2970,0.2695,0.4173,,,799,147,4.95,,,,
ad_007,2026-05-26,23.48,1870,41,5,0.02193,4.6965,12.5575,0.5727,0.12195,0.3121,0.2353,0.3865,,,493,91,4.85,,,,
ad_007,2026-05-27,33.04,2872,61,8,0.02124,4.1297,11.5035,0.5416,0.13115,0.3302,0.2395,0.4193,,,805,145,4.52,,,,
ad_007,2026-05-28,32.57,3411,65,9,0.01906,3.6192,9.5493,0.5011,0.13846,0.3151,0.2295,0.3867,,,837,186,4.20,,,,
ad_007,2026-05-29,29.95,2698,60,8,0.02224,3.7433,11.0994,0.4991,0.13333,0.2736,0.2201,0.4071,,,726,137,4.36,,,,
ad_008,2026-03-01,33.03,4157,81,9,0.01949,3.6700,7.9456,0.4078,0.11111,,,,,,,,,17,1,3,2
ad_008,2026-03-02,39.12,4554,97,13,0.02130,3.0091,8.5900,0.4033,0.13402,,,,,,,,,20,1,4,2
ad_008,2026-03-03,37.37,3945,75,10,0.01901,3.7370,9.4728,0.4983,0.13333,,,,,,,,,15,1,3,2
ad_008,2026-03-04,42.76,4497,91,12,0.02024,3.5637,9.5096,0.4699,0.13187,,,,,,,,,21,1,3,1
ad_008,2026-03-05,43.93,5065,94,13,0.01856,3.3794,8.6736,0.4674,0.13830,,,,,,,,,22,1,4,2
ad_008,2026-03-06,44.33,4841,84,11,0.01735,4.0300,9.1572,0.5277,0.13095,,,,,,,,,15,1,3,2
ad_008,2026-03-07,37.74,3821,84,11,0.02198,3.4311,9.8775,0.4493,0.13095,,,,,,,,,20,1,4,2
ad_008,2026-03-08,44.73,4616,83,11,0.01798,4.0662,9.6899,0.5389,0.13253,,,,,,,,,14,1,2,1
ad_008,2026-03-09,47.74,5228,122,17,0.02334,2.8085,9.1324,0.3913,0.13934,,,,,,,,,25,2,3,3
ad_008,2026-03-10,55.54,6047,125,18,0.02067,3.0857,9.1851,0.4443,0.14400,,,,,,,,,22,1,3,3
ad_008,2026-03-11,45.15,5316,114,17,0.02144,2.6560,8.4935,0.3961,0.14912,,,,,,,,,23,1,4,3
ad_008,2026-03-12,33.62,3647,70,9,0.01919,3.7352,9.2178,0.4802,0.12857,,,,,,,,,13,1,2,2
ad_008,2026-03-13,50.43,6432,137,19,0.02130,2.6544,7.8410,0.3681,0.13869,,,,,,,,,29,2,6,3
ad_008,2026-03-14,44.61,4983,110,13,0.02208,3.4317,8.9530,0.4056,0.11818,,,,,,,,,26,2,4,3
ad_008,2026-03-15,39.94,5034,104,14,0.02066,2.8528,7.9340,0.3840,0.13462,,,,,,,,,19,1,3,2
ad_008,2026-03-16,53.65,6007,121,15,0.02014,3.5765,8.9308,0.4434,0.12397,,,,,,,,,23,1,4,2
ad_008,2026-03-17,63.30,8542,205,26,0.02400,2.4346,7.4105,0.3088,0.12683,,,,,,,,,47,3,7,4
ad_008,2026-03-18,57.78,6152,118,16,0.01918,3.6114,9.3924,0.4897,0.13559,,,,,,,,,24,1,5,2
ad_008,2026-03-19,57.33,6261,131,18,0.02092,3.1848,9.1562,0.4376,0.13740,,,,,,,,,24,1,5,2
ad_008,2026-03-20,64.10,6662,160,21,0.02402,3.0522,9.6213,0.4006,0.13125,,,,,,,,,26,1,4,3
ad_008,2026-03-21,50.84,5698,120,16,0.02106,3.1776,8.9228,0.4237,0.13333,,,,,,,,,24,1,4,3
ad_008,2026-03-22,51.46,6597,127,17,0.01925,3.0272,7.8008,0.4052,0.13386,,,,,,,,,29,2,6,3
ad_008,2026-03-23,63.15,6359,146,21,0.02296,3.0069,9.9301,0.4325,0.14384,,,,,,,,,30,2,5,3
ad_008,2026-03-24,58.64,7105,162,23,0.02280,2.5496,8.2535,0.3620,0.14198,,,,,,,,,33,2,6,3
ad_008,2026-03-25,55.73,6240,146,19,0.02340,2.9331,8.9310,0.3817,0.13014,,,,,,,,,27,1,6,4
ad_008,2026-03-26,72.30,7936,158,20,0.01991,3.6150,9.1104,0.4576,0.12658,,,,,,,,,29,2,5,2
ad_008,2026-03-27,64.44,6967,148,20,0.02124,3.2218,9.2488,0.4354,0.13514,,,,,,,,,32,2,6,2
ad_008,2026-03-28,56.35,5851,120,16,0.02051,3.5217,9.6303,0.4696,0.13333,,,,,,,,,24,1,4,3
ad_008,2026-03-29,59.18,5743,119,15,0.02072,3.9451,10.3042,0.4973,0.12605,,,,,,,,,26,1,5,3
ad_008,2026-03-30,69.91,7711,152,20,0.01971,3.4953,9.0659,0.4599,0.13158,,,,,,,,,31,2,5,3
ad_008,2026-03-31,79.78,8835,211,29,0.02388,2.7511,9.0301,0.3781,0.13744,,,,,,,,,41,3,8,4
ad_008,2026-04-01,68.67,7757,164,22,0.02114,3.1212,8.8523,0.4187,0.13415,,,,,,,,,35,2,6,4
ad_008,2026-04-02,70.31,7437,159,22,0.02138,3.1957,9.4534,0.4422,0.13836,,,,,,,,,37,2,8,4
ad_008,2026-04-03,81.99,9165,193,26,0.02106,3.1534,8.9458,0.4248,0.13472,,,,,,,,,42,3,8,4
ad_008,2026-04-04,59.91,6443,126,16,0.01956,3.7445,9.2988,0.4755,0.12698,,,,,,,,,28,2,6,3
ad_008,2026-04-05,43.26,4987,116,15,0.02326,2.8840,8.6746,0.3729,0.12931,,,,,,,,,21,1,4,2
ad_008,2026-04-06,77.27,9979,197,28,0.01974,2.7596,7.7433,0.3922,0.14213,,,,,,,,,35,2,6,4
ad_008,2026-04-07,76.93,7529,176,24,0.02338,3.2056,10.2184,0.4371,0.13636,,,,,,,,,32,2,7,3
ad_008,2026-04-08,68.13,7736,175,23,0.02262,2.9623,8.8072,0.3893,0.13143,,,,,,,,,34,2,7,4
ad_008,2026-04-09,69.90,6656,143,20,0.02148,3.4951,10.5020,0.4888,0.13986,,,,,,,,,35,2,7,3
ad_008,2026-04-10,64.95,6898,144,19,0.02088,3.4185,9.4161,0.4511,0.13194,,,,,,,,,32,2,5,3
ad_008,2026-04-11,53.22,5607,118,16,0.02105,3.3264,9.4922,0.4510,0.13559,,,,,,,,,22,1,4,2
ad_008,2026-04-12,58.56,6328,130,15,0.02054,3.9038,9.2536,0.4504,0.11538,,,,,,,,,26,2,6,2
ad_008,2026-04-13,61.69,7284,137,19,0.01881,3.2470,8.4698,0.4503,0.13869,,,,,,,,,33,2,6,3
ad_008,2026-04-14,67.30,7136,135,17,0.01892,3.9590,9.4314,0.4985,0.12593,,,,,,,,,28,2,5,4
ad_008,2026-04-15,67.37,8362,166,22,0.01985,3.0623,8.0568,0.4059,0.13253,,,,,,,,,33,2,5,3
ad_008,2026-04-16,65.41,8108,172,22,0.02121,2.9734,8.0679,0.3803,0.12791,,,,,,,,,33,2,6,4
ad_008,2026-04-17,71.44,7147,137,18,0.01917,3.9686,9.9951,0.5214,0.13139,,,,,,,,,29,2,5,3
ad_008,2026-04-18,62.98,5781,129,15,0.02231,4.1984,10.8937,0.4882,0.11628,,,,,,,,,27,1,6,2
ad_008,2026-04-19,58.29,7167,142,16,0.01981,3.6430,8.1328,0.4105,0.11268,,,,,,,,,30,2,7,3
ad_008,2026-04-20,69.31,7296,138,19,0.01891,3.6480,9.5000,0.5023,0.13768,,,,,,,,,30,1,5,3
ad_008,2026-04-21,70.11,7143,128,15,0.01792,4.6738,9.8148,0.5477,0.11719,,,,,,,,,30,2,6,3
ad_008,2026-04-22,69.30,7805,141,18,0.01807,3.8500,8.8789,0.4915,0.12766,,,,,,,,,32,2,4,3
ad_008,2026-04-23,68.65,8192,160,19,0.01953,3.6130,8.3798,0.4290,0.11875,,,,,,,,,36,2,6,4
ad_008,2026-04-24,61.66,6389,126,14,0.01972,4.4046,9.6517,0.4894,0.11111,,,,,,,,,28,2,5,3
ad_008,2026-04-25,57.20,5574,101,11,0.01812,5.2000,10.2619,0.5663,0.10891,,,,,,,,,22,1,5,3
ad_008,2026-04-26,58.86,6737,109,13,0.01618,4.5279,8.7372,0.5400,0.11927,,,,,,,,,23,1,3,2
ad_008,2026-04-27,72.41,7850,131,15,0.01669,4.8272,9.2239,0.5527,0.11450,,,,,,,,,26,2,5,3
ad_008,2026-04-28,74.14,7046,135,15,0.01916,4.9427,10.5224,0.5492,0.11111,,,,,,,,,28,2,5,3
ad_008,2026-04-29,68.81,6024,96,12,0.01594,5.7339,11.4221,0.7167,0.12500,,,,,,,,,18,1,3,2
ad_008,2026-04-30,75.68,6783,119,15,0.01754,5.0456,11.1578,0.6360,0.12605,,,,,,,,,26,1,5,2
ad_008,2026-05-01,70.09,6943,122,14,0.01757,5.0065,10.0952,0.5745,0.11475,,,,,,,,,29,2,5,3
ad_008,2026-05-02,67.54,6960,122,14,0.01753,4.8242,9.7039,0.5536,0.11475,,,,,,,,,25,2,3,3
ad_008,2026-05-03,52.00,5945,100,9,0.01682,5.7781,8.7473,0.5200,0.09000,,,,,,,,,23,1,3,2
ad_008,2026-05-04,76.94,7642,117,13,0.01531,5.9188,10.0686,0.6576,0.11111,,,,,,,,,25,1,4,2
ad_008,2026-05-05,65.29,6463,97,11,0.01501,5.9352,10.1016,0.6731,0.11340,,,,,,,,,22,1,4,2
ad_008,2026-05-06,65.43,6285,99,11,0.01575,5.9486,10.4112,0.6610,0.11111,,,,,,,,,20,1,3,2
ad_008,2026-05-07,77.74,7805,129,15,0.01653,5.1828,9.9605,0.6026,0.11628,,,,,,,,,32,2,5,3
ad_008,2026-05-08,85.13,8009,130,14,0.01623,6.0804,10.6288,0.6548,0.10769,,,,,,,,,28,2,5,3
ad_008,2026-05-09,55.26,5686,87,9,0.01530,6.1396,9.7180,0.6351,0.10345,,,,,,,,,18,1,3,2
ad_008,2026-05-10,65.89,7767,127,14,0.01635,4.7067,8.4838,0.5189,0.11024,,,,,,,,,31,2,7,3
ad_008,2026-05-11,61.74,5529,100,11,0.01809,5.6126,11.1664,0.6174,0.11000,,,,,,,,,25,1,5,2
ad_008,2026-05-12,78.22,7962,142,14,0.01783,5.5874,9.8246,0.5509,0.09859,,,,,,,,,26,2,6,2
ad_008,2026-05-13,69.64,6673,104,11,0.01559,6.3313,10.4367,0.6697,0.10577,,,,,,,,,22,1,3,2
ad_008,2026-05-14,84.87,8728,127,15,0.01455,5.6579,9.7237,0.6683,0.11811,,,,,,,,,28,2,6,3
ad_008,2026-05-15,76.18,9283,128,13,0.01379,5.8601,8.2065,0.5952,0.10156,,,,,,,,,26,2,4,3
